n,c,trial
98800,325,2
98900,414,2
99000,398,2
99100,390,2
99200,468,2
99300,257,2
99400,778,2
99500,614,2
99600,367,2
99700,754,2
99800,530,2
99900,366,2
100000,229,2
100,410,3
200,487,3
300,333,3
400,462,3
500,500,3
600,389,3
700,447,3
800,437,3
900,528,3
1000,419,3
1100,644,3
1200,450,3
1300,556,3
1400,514,3
1500,375,3
1600,462,3
1700,810,3
1800,569,3
1900,487,3
2000,557,3
2100,758,3
2200,588,3
2300,611,3
2400,485,3
2500,383,3
2600,460,3
2700,348,3
2800,330,3
2900,425,3
3000,382,3
3100,539,3
3200,320,3
3300,284,3
3400,903,3
3500,390,3
3600,311,3
3700,476,3
3800,483,3
3900,278,3
4000,493,3
4100,377,3
4200,437,3
4300,338,3
4400,397,3
4500,400,3
4600,386,3
4700,310,3
4800,440,3
4900,362,3
5000,468,3
5100,502,3
5200,677,3
5300,671,3
5400,362,3
5500,278,3
5600,601,3
5700,310,3
5800,267,3
5900,472,3
6000,410,3
6100,539,3
6200,702,3
6300,640,3
6400,543,3
6500,862,3
6600,1088,3
6700,1109,3
6800,693,3
6900,657,3
7000,508,3
7100,781,3
7200,530,3
7300,391,3
7400,487,3
7500,746,3
7600,613,3
7700,509,3
7800,376,3
7900,310,3
8000,1259,3
8100,808,3
8200,727,3
8300,760,3
8400,514,3
8500,780,3
8600,466,3
8700,675,3
8800,564,3
8900,970,3
9000,408,3
9100,367,3
9200,734,3
9300,710,3
9400,431,3
9500,342,3
9600,1197,3
9700,543,3
9800,858,3
9900,483,3
10000,642,3
10100,618,3
10200,634,3
10300,690,3
10400,680,3
10500,606,3
10600,1174,3
10700,630,3
10800,714,3
10900,1001,3
11000,739,3
11100,526,3
11200,721,3
11300,811,3
11400,815,3
11500,911,3
11600,980,3
11700,776,3
11800,1111,3
11900,1168,3
12000,742,3
12100,531,3
12200,751,3
12300,849,3
12400,657,3
12500,765,3
12600,513,3
12700,602,3
12800,555,3
12900,384,3
13000,763,3
13100,496,3
13200,585,3
13300,696,3
13400,450,3
13500,1061,3
13600,752,3
13700,484,3
13800,785,3
13900,931,3
14000,655,3
14100,1009,3
14200,467,3
14300,638,3
14400,394,3
14500,992,3
14600,1097,3
14700,302,3
14800,686,3
14900,574,3
15000,552,3
15100,483,3
15200,555,3
15300,563,3
15400,686,3
15500,996,3
15600,980,3
15700,402,3
15800,485,3
15900,568,3
16000,602,3
16100,692,3
16200,748,3
16300,467,3
16400,513,3
16500,532,3
16600,595,3
16700,537,3
16800,618,3
16900,826,3
17000,450,3
17100,804,3
17200,638,3
17300,808,3
17400,667,3
17500,733,3
17600,930,3
17700,641,3
17800,600,3
17900,309,3
18000,552,3
18100,461,3
18200,501,3
18300,653,3
18400,639,3
18500,593,3
18600,648,3
18700,712,3
18800,518,3
18900,739,3
19000,674,3
19100,648,3
19200,627,3
19300,665,3
19400,442,3
19500,417,3
19600,383,3
19700,326,3
19800,440,3
19900,1102,3
20000,660,3
20100,834,3
20200,1071,3
20300,655,3
20400,392,3
20500,455,3
20600,719,3
20700,428,3
20800,598,3
20900,690,3
21000,585,3
21100,953,3
21200,694,3
21300,409,3
21400,579,3
21500,463,3
21600,458,3
21700,545,3
21800,594,3
21900,608,3
22000,756,3
22100,795,3
22200,661,3
22300,310,3
22400,294,3
22500,311,3
22600,453,3
22700,524,3
22800,579,3
22900,591,3
23000,639,3
23100,691,3
23200,421,3
23300,513,3
23400,270,3
23500,326,3
23600,405,3
23700,618,3
23800,723,3
23900,675,3
24000,757,3
24100,589,3
24200,766,3
24300,735,3
24400,399,3
24500,544,3
24600,409,3
24700,475,3
24800,706,3
24900,405,3
25000,508,3
25100,746,3
25200,390,3
25300,497,3
25400,445,3
25500,732,3
25600,612,3
25700,541,3
25800,500,3
25900,744,3
26000,710,3
26100,1435,3
26200,726,3
26300,449,3
26400,338,3
26500,1149,3
26600,700,3
26700,896,3
26800,610,3
26900,848,3
27000,746,3
27100,403,3
27200,653,3
27300,344,3
27400,488,3
27500,588,3
27600,546,3
27700,420,3
27800,491,3
27900,366,3
28000,501,3
28100,626,3
28200,338,3
28300,449,3
28400,522,3
28500,514,3
28600,334,3
28700,520,3
28800,479,3
28900,821,3
29000,1097,3
29100,575,3
29200,632,3
29300,584,3
29400,535,3
29500,514,3
29600,423,3
29700,536,3
29800,973,3
29900,439,3
30000,359,3
30100,424,3
30200,356,3
30300,469,3
30400,536,3
30500,405,3
30600,399,3
30700,542,3
30800,531,3
30900,472,3
31000,707,3
31100,516,3
31200,418,3
31300,589,3
31400,656,3
31500,638,3
31600,911,3
31700,487,3
31800,334,3
31900,562,3
32000,833,3
32100,191,3
32200,396,3
32300,661,3
32400,1199,3
32500,759,3
32600,430,3
32700,477,3
32800,964,3
32900,836,3
33000,405,3
33100,451,3
33200,398,3
33300,434,3
33400,501,3
33500,629,3
33600,861,3
33700,849,3
33800,336,3
33900,831,3
34000,1040,3
34100,811,3
34200,769,3
34300,432,3
34400,1061,3
34500,336,3
34600,469,3
34700,601,3
34800,3073,3
34900,521,3
35000,388,3
35100,460,3
35200,399,3
35300,620,3
35400,633,3
35500,414,3
35600,395,3
35700,354,3
35800,445,3
35900,444,3
36000,474,3
36100,546,3
36200,371,3
36300,489,3
36400,823,3
36500,603,3
36600,585,3
36700,294,3
36800,695,3
36900,376,3
37000,462,3
37100,348,3
37200,523,3
37300,388,3
37400,5433,3
37500,413,3
37600,511,3
37700,431,3
37800,300,3
37900,384,3
38000,577,3
38100,471,3
38200,390,3
38300,821,3
38400,515,3
38500,662,3
38600,6169,3
38700,513,3
38800,549,3
38900,690,3
39000,639,3
39100,398,3
39200,337,3
39300,475,3
39400,264,3
39500,579,3
39600,448,3
39700,341,3
39800,577,3
39900,1166,3
40000,311,3
40100,461,3
40200,737,3
40300,582,3
40400,366,3
40500,381,3
40600,980,3
40700,808,3
40800,789,3
40900,343,3
41000,481,3
41100,491,3
41200,417,3
41300,460,3
41400,592,3
41500,490,3
41600,457,3
41700,372,3
41800,522,3
41900,518,3
42000,537,3
42100,661,3
42200,645,3
42300,700,3
42400,421,3
42500,454,3
42600,411,3
42700,710,3
42800,478,3
42900,431,3
43000,599,3
43100,310,3
43200,518,3
43300,365,3
43400,310,3
43500,370,3
43600,477,3
43700,529,3
43800,539,3
43900,430,3
44000,490,3
44100,330,3
44200,559,3
44300,475,3
44400,844,3
44500,814,3
44600,372,3
44700,501,3
44800,442,3
44900,509,3
45000,864,3
45100,566,3
45200,450,3
45300,315,3
45400,423,3
45500,470,3
45600,526,3
45700,307,3
45800,310,3
45900,398,3
46000,504,3
46100,488,3
46200,552,3
46300,591,3
46400,634,3
46500,249,3
46600,431,3
46700,356,3
46800,607,3
46900,340,3
47000,579,3
47100,567,3
47200,619,3
47300,475,3
47400,540,3
47500,608,3
47600,398,3
47700,562,3
47800,355,3
47900,398,3
48000,698,3
48100,401,3
48200,385,3
48300,406,3
48400,342,3
48500,338,3
48600,400,3
48700,474,3
48800,507,3
48900,569,3
49000,515,3
49100,599,3
49200,845,3
49300,451,3
49400,296,3
49500,217,3
49600,495,3
49700,540,3
49800,477,3
49900,374,3
50000,256,3
50100,952,3
50200,554,3
50300,574,3
50400,262,3
50500,672,3
50600,473,3
50700,523,3
50800,599,3
50900,381,3
51000,696,3
51100,522,3
51200,480,3
51300,358,3
51400,511,3
51500,472,3
51600,467,3
51700,472,3
51800,462,3
51900,360,3
52000,455,3
52100,356,3
52200,541,3
52300,658,3
52400,578,3
52500,420,3
52600,296,3
52700,587,3
52800,369,3
52900,398,3
53000,498,3
53100,415,3
53200,688,3
53300,552,3
53400,421,3
53500,675,3
53600,344,3
53700,777,3
53800,597,3
53900,360,3
54000,631,3
54100,532,3
54200,563,3
54300,671,3
54400,411,3
54500,539,3
54600,507,3
54700,709,3
54800,306,3
54900,533,3
55000,685,3
55100,565,3
55200,539,3
55300,567,3
55400,469,3
55500,219,3
55600,344,3
55700,778,3
55800,860,3
55900,267,3
56000,445,3
56100,331,3
56200,438,3
56300,394,3
56400,498,3
56500,474,3
56600,337,3
56700,492,3
56800,499,3
56900,1386,3
57000,745,3
57100,187,3
57200,269,3
57300,346,3
57400,381,3
57500,406,3
57600,443,3
57700,628,3
57800,454,3
57900,243,3
58000,593,3
58100,573,3
58200,477,3
58300,445,3
58400,558,3
58500,867,3
58600,564,3
58700,520,3
58800,33318,3
58900,1281,3
59000,383,3
59100,748,3
59200,471,3
59300,714,3
59400,716,3
59500,438,3
59600,481,3
59700,380,3
59800,390,3
59900,506,3
60000,514,3
60100,345,3
60200,407,3
60300,435,3
60400,313,3
60500,265,3
60600,421,3
60700,1680,3
60800,711,3
60900,431,3
61000,397,3
61100,371,3
61200,325,3
61300,498,3
61400,488,3
61500,364,3
61600,869,3
61700,590,3
61800,489,3
61900,342,3
62000,376,3
62100,549,3
62200,420,3
62300,443,3
62400,266,3
62500,567,3
62600,597,3
62700,438,3
62800,531,3
62900,805,3
63000,564,3
63100,504,3
63200,424,3
63300,882,3
63400,274,3
63500,374,3
63600,369,3
63700,289,3
63800,640,3
63900,603,3
64000,2009,3
64100,474,3
64200,572,3
64300,737,3
64400,573,3
64500,817,3
64600,430,3
64700,545,3
64800,839,3
64900,353,3
65000,940,3
65100,432,3
65200,433,3
65300,674,3
65400,480,3
65500,339,3
65600,1521,3
65700,205,3
65800,563,3
65900,674,3
66000,642,3
66100,604,3
66200,732,3
66300,586,3
66400,411,3
66500,860,3
66600,481,3
66700,485,3
66800,473,3
66900,290,3
67000,766,3
67100,400,3
67200,714,3
67300,528,3
67400,832,3
67500,324,3
67600,461,3
67700,425,3
67800,602,3
67900,380,3
68000,474,3
68100,321,3
68200,852,3
68300,1404,3
68400,550,3
68500,603,3
68600,719,3
68700,560,3
68800,2564,3
68900,435,3
69000,472,3
69100,577,3
69200,419,3
69300,753,3
69400,1152,3
69500,311,3
69600,630,3
69700,346,3
69800,321,3
69900,368,3
70000,494,3
70100,340,3
70200,377,3
70300,371,3
70400,345,3
70500,405,3
70600,384,3
70700,575,3
70800,353,3
70900,407,3
71000,284,3
71100,305,3
71200,342,3
71300,5482,3
71400,387,3
71500,270,3
71600,293,3
71700,332,3
71800,512,3
71900,349,3
72000,391,3
72100,360,3
72200,354,3
72300,436,3
72400,357,3
72500,579,3
72600,580,3
72700,299,3
72800,524,3
72900,363,3
73000,418,3
73100,565,3
73200,521,3
73300,352,3
73400,462,3
73500,300,3
73600,298,3
73700,191,3
73800,299,3
73900,330,3
74000,387,3
74100,186,3
74200,370,3
74300,345,3
74400,494,3
74500,396,3
74600,594,3
74700,410,3
74800,356,3
74900,265,3
75000,672,3
75100,324,3
75200,435,3
75300,277,3
75400,430,3
75500,445,3
75600,434,3
75700,548,3
75800,374,3
75900,802,3
76000,438,3
76100,502,3
76200,374,3
76300,329,3
76400,577,3
76500,303,3
76600,333,3
76700,258,3
76800,632,3
76900,387,3
77000,535,3
77100,350,3
77200,281,3
77300,283,3
77400,379,3
77500,454,3
77600,364,3
77700,379,3
77800,611,3
77900,531,3
78000,369,3
78100,311,3
78200,313,3
78300,308,3
78400,487,3
78500,363,3
78600,330,3
78700,298,3
78800,312,3
78900,275,3
79000,347,3
79100,316,3
79200,307,3
79300,438,3
79400,360,3
79500,189,3
79600,291,3
79700,444,3
79800,300,3
79900,307,3
80000,345,3
80100,393,3
80200,419,3
80300,323,3
80400,377,3
80500,471,3
80600,277,3
80700,541,3
80800,529,3
80900,382,3
81000,431,3
81100,434,3
81200,382,3
81300,265,3
81400,207,3
81500,405,3
81600,414,3
81700,348,3
81800,292,3
81900,521,3
82000,206,3
82100,364,3
82200,604,3
82300,364,3
82400,333,3
82500,253,3
82600,466,3
82700,298,3
82800,694,3
82900,777,3
83000,629,3
83100,215,3
83200,498,3
83300,541,3
83400,469,3
83500,445,3
83600,420,3
83700,611,3
83800,439,3
83900,323,3
84000,323,3
84100,273,3
84200,317,3
84300,565,3
84400,306,3
84500,663,3
84600,247,3
84700,740,3
84800,471,3
84900,279,3
85000,645,3
85100,371,3
85200,557,3
85300,308,3
85400,423,3
85500,542,3
85600,545,3
85700,253,3
85800,487,3
85900,513,3
86000,509,3
86100,629,3
86200,409,3
86300,548,3
86400,373,3
86500,534,3
86600,524,3
86700,595,3
86800,264,3
86900,325,3
87000,312,3
87100,269,3
87200,484,3
87300,645,3
87400,2862,3
87500,422,3
87600,497,3
87700,376,3
87800,389,3
87900,1234,3
88000,313,3
88100,353,3
88200,464,3
88300,628,3
88400,574,3
88500,399,3
88600,539,3
88700,259,3
88800,401,3
88900,373,3
89000,517,3
89100,391,3
89200,379,3
89300,438,3
89400,622,3
89500,267,3
89600,374,3
89700,772,3
89800,545,3
89900,352,3
90000,847,3
90100,542,3
90200,398,3
90300,462,3
90400,389,3
90500,321,3
90600,366,3
90700,359,3
90800,493,3
90900,566,3
91000,283,3
91100,860,3
91200,378,3
91300,468,3
91400,273,3
91500,373,3
91600,210,3
91700,505,3
91800,311,3
91900,389,3
92000,251,3
92100,265,3
92200,447,3
92300,249,3
92400,435,3
92500,383,3
92600,456,3
92700,472,3
92800,675,3
92900,445,3
93000,390,3
93100,414,3
93200,745,3
93300,747,3
93400,629,3
93500,610,3
93600,500,3
93700,411,3
93800,183,3
93900,354,3
94000,871,3
94100,443,3
94200,390,3
94300,648,3
94400,571,3
94500,458,3
94600,467,3
94700,615,3
94800,725,3
94900,671,3
95000,891,3
95100,469,3
95200,331,3
95300,483,3
95400,374,3
95500,405,3
95600,334,3
95700,365,3
95800,409,3
95900,240,3
96000,378,3
96100,619,3
96200,441,3
96300,518,3
96400,414,3
96500,525,3
96600,589,3
96700,542,3
96800,501,3
96900,355,3
97000,287,3
97100,983,3
97200,395,3
97300,1093,3
97400,400,3
97500,693,3
97600,390,3
97700,456,3
97800,505,3
97900,437,3
98000,507,3
98100,311,3
98200,431,3
98300,312,3
98400,903,3
98500,734,3
98600,363,3
98700,330,3
98800,380,3
98900,4271,3
99000,320,3
99100,610,3
99200,423,3
99300,439,3
99400,401,3
99500,364,3
99600,387,3
99700,1361,3
99800,536,3
99900,551,3
100000,769,3
100,399,4
200,306,4
300,413,4
400,369,4
500,512,4
600,408,4
700,580,4
800,394,4
900,446,4
1000,563,4
1100,364,4
1200,420,4
1300,427,4
1400,530,4
1500,352,4
1600,402,4
1700,452,4
1800,352,4
1900,328,4
2000,415,4
2100,643,4
2200,407,4
2300,521,4
2400,382,4
2500,253,4
2600,413,4
2700,391,4
2800,585,4
2900,336,4
3000,430,4
3100,483,4
3200,532,4
3300,371,4
3400,422,4
3500,440,4
3600,492,4
3700,444,4
3800,432,4
3900,445,4
4000,438,4
4100,546,4
4200,491,4
4300,498,4
4400,504,4
4500,540,4
4600,402,4
4700,530,4
4800,494,4
4900,527,4
5000,515,4
5100,446,4
5200,473,4
5300,558,4
5400,517,4
5500,539,4
5600,603,4
5700,392,4
5800,671,4
5900,478,4
6000,542,4
6100,484,4
6200,592,4
6300,545,4
6400,602,4
6500,583,4
6600,541,4
6700,763,4
6800,610,4
6900,406,4
7000,557,4
7100,731,4
7200,495,4
7300,522,4
7400,579,4
7500,685,4
7600,551,4
7700,526,4
7800,758,4
7900,693,4
8000,824,4
8100,466,4
8200,540,4
8300,1108,4
8400,988,4
8500,725,4
8600,832,4
8700,1115,4
8800,1057,4
8900,523,4
9000,695,4
9100,583,4
9200,570,4
9300,1296,4
9400,650,4
9500,679,4
9600,579,4
9700,411,4
9800,595,4
9900,766,4
10000,1102,4
10100,871,4
10200,793,4
10300,641,4
10400,738,4
10500,1385,4
10600,785,4
10700,635,4
10800,802,4
10900,820,4
11000,997,4
11100,528,4
11200,347,4
11300,845,4
11400,658,4
11500,496,4
11600,1396,4
11700,1020,4
11800,1152,4
11900,982,4
12000,882,4
12100,878,4
12200,457,4
12300,611,4
12400,463,4
12500,352,4
12600,695,4
12700,512,4
12800,352,4
12900,579,4
13000,691,4
13100,812,4
13200,610,4
13300,690,4
13400,763,4
13500,588,4
13600,683,4
13700,776,4
13800,683,4
13900,423,4
14000,761,4
14100,1036,4
14200,371,4
14300,855,4
14400,730,4
14500,549,4
14600,1253,4
14700,735,4
14800,618,4
14900,904,4
15000,565,4
15100,873,4
15200,979,4
15300,819,4
15400,824,4
15500,393,4
15600,599,4
15700,472,4
15800,539,4
15900,547,4
16000,506,4
16100,674,4
16200,909,4
16300,518,4
16400,472,4
16500,611,4
16600,540,4
16700,757,4
16800,652,4
16900,673,4
17000,405,4
17100,427,4
17200,567,4
17300,529,4
17400,652,4
17500,672,4
17600,525,4
17700,555,4
17800,562,4
17900,430,4
18000,498,4
18100,607,4
18200,410,4
18300,449,4
18400,597,4
18500,575,4
18600,655,4
18700,402,4
18800,557,4
18900,583,4
19000,690,4
19100,618,4
19200,340,4
19300,553,4
19400,388,4
19500,718,4
19600,538,4
19700,525,4
19800,628,4
19900,739,4
20000,366,4
20100,338,4
20200,425,4
20300,583,4
20400,4119,4
20500,463,4
20600,494,4
20700,324,4
20800,572,4
20900,489,4
21000,411,4
21100,766,4
21200,545,4
21300,542,4
21400,625,4
21500,695,4
21600,760,4
21700,820,4
21800,418,4
21900,531,4
22000,846,4
22100,267,4
22200,762,4
22300,558,4
22400,498,4
22500,819,4
22600,663,4
22700,365,4
22800,591,4
22900,672,4
23000,343,4
23100,688,4
23200,725,4
23300,583,4
23400,519,4
23500,571,4
23600,711,4
23700,580,4
23800,781,4
23900,729,4
24000,547,4
24100,441,4
24200,288,4
24300,773,4
24400,395,4
24500,369,4
24600,363,4
24700,371,4
24800,521,4
24900,362,4
25000,895,4
25100,526,4
25200,344,4
25300,385,4
25400,328,4
25500,344,4
25600,433,4
25700,449,4
25800,570,4
25900,758,4
26000,550,4
26100,612,4
26200,331,4
26300,697,4
26400,658,4
26500,655,4
26600,590,4
26700,542,4
26800,442,4
26900,560,4
27000,571,4
27100,619,4
27200,398,4
27300,303,4
27400,352,4
27500,506,4
27600,628,4
27700,543,4
27800,672,4
27900,387,4
28000,487,4
28100,554,4
28200,612,4
28300,756,4
28400,431,4
28500,642,4
28600,308,4
28700,512,4
28800,590,4
28900,513,4
29000,653,4
29100,609,4
29200,584,4
29300,1022,4
29400,284,4
29500,336,4
29600,637,4
29700,369,4
29800,543,4
29900,857,4
30000,552,4
30100,671,4
30200,462,4
30300,633,4
30400,622,4
30500,641,4
30600,468,4
30700,597,4
30800,455,4
30900,464,4
31000,327,4
31100,760,4
31200,459,4
31300,383,4
31400,584,4
31500,624,4
31600,602,4
31700,388,4
31800,319,4
31900,402,4
32000,577,4
32100,707,4
32200,833,4
32300,572,4
32400,1240,4
32500,365,4
32600,384,4
32700,562,4
32800,205,4
32900,424,4
33000,315,4
33100,957,4
33200,663,4
33300,1345,4
33400,1224,4
33500,529,4
33600,390,4
33700,386,4
33800,342,4
33900,372,4
34000,446,4
34100,577,4
34200,492,4
34300,417,4
34400,402,4
34500,427,4
34600,445,4
34700,636,4
34800,1213,4
34900,487,4
35000,446,4
35100,623,4
35200,534,4
35300,580,4
35400,548,4
35500,445,4
35600,391,4
35700,497,4
35800,417,4
35900,260,4
36000,366,4
36100,489,4
36200,753,4
36300,413,4
36400,358,4
36500,499,4
36600,609,4
36700,649,4
36800,411,4
36900,411,4
37000,530,4
37100,618,4
37200,410,4
37300,457,4
37400,324,4
37500,453,4
37600,494,4
37700,296,4
37800,448,4
37900,352,4
38000,477,4
38100,533,4
38200,846,4
38300,461,4
38400,571,4
38500,298,4
38600,636,4
38700,481,4
38800,481,4
38900,458,4
39000,431,4
39100,313,4
39200,353,4
39300,476,4
39400,498,4
39500,351,4
39600,514,4
39700,414,4
39800,344,4
39900,298,4
40000,334,4
40100,518,4
40200,518,4
40300,556,4
40400,350,4
40500,450,4
40600,620,4
40700,453,4
40800,490,4
40900,514,4
41000,502,4
41100,563,4
41200,435,4
41300,505,4
41400,841,4
41500,583,4
41600,740,4
41700,651,4
41800,845,4
41900,632,4
42000,415,4
42100,739,4
42200,364,4
42300,514,4
42400,471,4
42500,546,4
42600,230,4
42700,707,4
42800,556,4
42900,673,4
43000,575,4
43100,514,4
43200,389,4
43300,429,4
43400,666,4
43500,644,4
43600,598,4
43700,519,4
43800,465,4
43900,506,4
44000,639,4
44100,390,4
44200,560,4
44300,440,4
44400,495,4
44500,750,4
44600,440,4
44700,346,4
44800,540,4
44900,592,4
45000,448,4
45100,393,4
45200,441,4
45300,298,4
45400,749,4
45500,507,4
45600,485,4
45700,386,4
45800,395,4
45900,657,4
46000,494,4
46100,558,4
46200,590,4
46300,546,4
46400,401,4
46500,643,4
46600,466,4
46700,482,4
46800,830,4
46900,668,4
47000,284,4
47100,740,4
47200,437,4
47300,472,4
47400,298,4
47500,464,4
47600,325,4
47700,781,4
47800,731,4
47900,687,4
48000,521,4
48100,449,4
48200,428,4
48300,461,4
48400,511,4
48500,546,4
48600,501,4
48700,354,4
48800,424,4
48900,636,4
49000,518,4
49100,714,4
49200,563,4
49300,295,4
49400,545,4
49500,393,4
49600,476,4
49700,572,4
49800,426,4
49900,537,4
50000,528,4
50100,562,4
50200,504,4
50300,453,4
50400,514,4
50500,681,4
50600,545,4
50700,475,4
50800,426,4
50900,397,4
51000,486,4
51100,487,4
51200,558,4
51300,709,4
51400,473,4
51500,702,4
51600,462,4
51700,333,4
51800,509,4
51900,395,4
52000,391,4
52100,427,4
52200,532,4
52300,399,4
52400,293,4
52500,471,4
52600,684,4
52700,678,4
52800,489,4
52900,860,4
53000,454,4
53100,609,4
53200,838,4
53300,484,4
53400,580,4
53500,483,4
53600,547,4
53700,519,4
53800,703,4
53900,395,4
54000,604,4
54100,336,4
54200,810,4
54300,260,4
54400,540,4
54500,439,4
54600,323,4
54700,412,4
54800,353,4
54900,509,4
55000,373,4
55100,991,4
55200,643,4
55300,484,4
55400,974,4
55500,378,4
55600,423,4
55700,411,4
55800,510,4
55900,694,4
56000,422,4
56100,537,4
56200,328,4
56300,418,4
56400,808,4
56500,932,4
56600,488,4
56700,354,4
56800,1260,4
56900,576,4
57000,598,4
57100,704,4
57200,463,4
57300,998,4
57400,380,4
57500,752,4
57600,383,4
57700,345,4
57800,284,4
57900,796,4
58000,442,4
58100,466,4
58200,540,4
58300,513,4
58400,624,4
58500,678,4
58600,834,4
58700,617,4
58800,582,4
58900,662,4
59000,399,4
59100,501,4
59200,427,4
59300,495,4
59400,383,4
59500,331,4
59600,660,4
59700,292,4
59800,704,4
59900,336,4
60000,344,4
60100,1175,4
60200,692,4
60300,654,4
60400,371,4
60500,706,4
60600,654,4
60700,379,4
60800,379,4
60900,355,4
61000,712,4
61100,378,4
61200,269,4
61300,1092,4
61400,453,4
61500,330,4
61600,377,4
61700,701,4
61800,323,4
61900,283,4
62000,202,4
62100,395,4
62200,372,4
62300,367,4
62400,429,4
62500,585,4
62600,742,4
62700,887,4
62800,390,4
62900,447,4
63000,402,4
63100,507,4
63200,1427,4
63300,506,4
63400,341,4
63500,252,4
63600,369,4
63700,784,4
63800,452,4
63900,432,4
64000,450,4
64100,371,4
64200,388,4
64300,402,4
64400,407,4
64500,1592,4
64600,454,4
64700,1069,4
64800,344,4
64900,328,4
65000,358,4
65100,777,4
65200,306,4
65300,377,4
65400,888,4
65500,716,4
65600,783,4
65700,975,4
65800,405,4
65900,327,4
66000,626,4
66100,453,4
66200,766,4
66300,962,4
66400,1609,4
66500,1077,4
66600,624,4
66700,322,4
66800,803,4
66900,412,4
67000,569,4
67100,348,4
67200,263,4
67300,377,4
67400,314,4
67500,464,4
67600,609,4
67700,1124,4
67800,550,4
67900,1145,4
68000,331,4
68100,441,4
68200,347,4
68300,546,4
68400,321,4
68500,220,4
68600,382,4
68700,313,4
68800,752,4
68900,442,4
69000,387,4
69100,569,4
69200,618,4
69300,424,4
69400,403,4
69500,312,4
69600,545,4
69700,441,4
69800,455,4
69900,5233,4
70000,336,4
70100,363,4
70200,636,4
70300,471,4
70400,402,4
70500,385,4
70600,346,4
70700,581,4
70800,368,4
70900,546,4
71000,449,4
71100,339,4
71200,353,4
71300,449,4
71400,490,4
71500,464,4
71600,304,4
71700,388,4
71800,301,4
71900,379,4
72000,354,4
72100,444,4
72200,584,4
72300,560,4
72400,561,4
72500,492,4
72600,381,4
72700,619,4
72800,541,4
72900,532,4
73000,487,4
73100,471,4
73200,410,4
73300,474,4
73400,351,4
73500,399,4
73600,337,4
73700,487,4
73800,346,4
73900,716,4
74000,482,4
74100,313,4
74200,368,4
74300,437,4
74400,384,4
74500,347,4
74600,621,4
74700,301,4
74800,343,4
74900,273,4
75000,217,4
75100,629,4
75200,495,4
75300,406,4
75400,597,4
75500,481,4
75600,387,4
75700,382,4
75800,355,4
75900,544,4
76000,403,4
76100,449,4
76200,364,4
76300,590,4
76400,465,4
76500,385,4
76600,299,4
76700,418,4
76800,328,4
76900,495,4
77000,209,4
77100,402,4
77200,599,4
77300,291,4
77400,433,4
